Frame,Scale,a_length,CN cation,CN_an,D3s_Energy,D3_Energy,Bond Length (Å),D3S Energy (eV/f.u),D3 Energy (eV/f.u)
16,1.5,10.2972003,0.0493698568463038,0.0312114952346749,-0.1492789888551941,-0.269257879188438,4.3969045281,-4.06038849686128,-7.323814313925514
17,1.55,10.64044031,0.0344329493611678,0.0219558135538185,-0.1273183142550449,-0.228751596554711,4.54346801237,-3.463058147737221,-6.222043426288139
18,1.6,10.98368032,0.0245518460826086,0.0157895655445468,-0.1077149575430412,-0.1929672823895477,4.69003149664,-2.9298468451707205,-5.248710080995697
19,1.65,11.32692033,0.0178669039587532,0.0115881484380581,-0.0906516486370979,-0.1620576052508511,4.83659498091,-2.465724842929063,-4.40796686282315
20,1.7000000000000002,11.670160340000002,0.0132484910147067,0.0086649453952395,-0.07605646729232,-0.1357604005537218,4.983158465180001,-2.068735910351104,-3.6926828950612327
21,1.75,12.01340035,0.0099950446075224,0.0065912446046891,-0.0637227139286524,-0.1136204954502173,5.1297219494499995,-1.7332578188593453,-3.09047747624591
22,1.8,12.35664036,0.0076614205489834,0.0050935357053853,-0.0533850604176898,-0.0951121175071204,5.27628543372,-1.4520736433611625,-2.587049596193675
23,1.85,12.69988037,0.0059593573008086,0.0039937245395857,-0.0447658403624713,-0.0797089663645718,5.422848917990001,-1.2176308578592192,-2.168083885116353
24,1.9,13.04312038,0.0046985631206622,0.0031735978612316,-0.0376010661146646,-0.0669220927707558,5.569412402259999,-1.0227489983188771,-1.8202809233645576
25,1.95,13.386360390000002,0.0037511327402524,0.0025532647700438,-0.0316532133717345,-0.0563174019841531,5.715975886530001,-0.8609674037111783,-1.5318333339689643
26,2.0,13.7296004,0.0030296291854757,0.0020778170176935,-0.0267158535629373,-0.047520742452724,5.8625393708,-0.7266712169118945,-1.292564194714093
27,2.05,14.07284041,0.0024733272821531,0.0017089182737688,-0.0226136234454866,-0.0402159809289696,6.00910285507,-0.6150905577172354,-1.0938746812679732
28,2.1,14.416080420000002,0.0020394245899877,0.0014194058798056,-0.0191997949751562,-0.034139572516939,6.155666339340001,-0.5222344233242486,-0.9285963724607408
29,2.1500000000000004,14.759320430000002,0.0016973307137273,0.001189767384775,-0.0163528278177999,-0.0290737714149182,6.302229823610001,-0.44479691664415727,-0.790806582485775
30,2.2,15.10256044,0.00142489737308,0.0010058040414942,-0.0139726946676161,-0.0248397026651202,6.44879330788,-0.3800572949591579,-0.6756399124912694
31,2.25,15.44580045,0.0012058921142762,0.0008570581155622,-0.0119773937607141,-0.0212909234260916,6.59535679215,-0.32578511029142354,-0.5791131171896915
32,2.3,15.78904046,0.0010282813315101,0.0007357393278498,-0.010299837058801,-0.0183077454249515,6.74192027642,-0.2801555679993872,-0.4979706755586808
33,2.35,16.13228047,0.0008830476891524,0.0006359822441665,-0.0088851742639141,-0.015792388232942,6.888483760690001,-0.2416767399784635,-0.4295529599360224
34,2.4000000000000004,16.475520480000004,0.0007633653167452,0.0005533261316134,-0.0076885449627849,-0.0136649275803469,7.035047244960001,-0.20912842298774928,-0.37168603018543567
35,2.45,16.818760490000003,0.0006640176711306,0.0004843463137807,-0.0066732191112088,-0.0118599547878424,7.181610729230001,-0.18151155982487935,-0.32259077022931326
36,2.5,17.1620005,0.0005809820364967,0.000426389970653,-0.0058090741623951,-0.0103238474708307,7.3281742135000005,-0.1580068172171467,-0.28080865120659504
37,2.55,17.50524051,0.000511129798554,0.0003773847854764,-0.0050713559608485,-0.0090125526857315,7.47473769777,-0.1379408821350792,-0.24514143305189678
38,2.6,17.848480520000003,0.0004520080501808,0.0003356989627056,-0.0044396745397572,-0.0078897926924694,7.621301182040001,-0.12075914748139584,-0.21460236123516765
39,2.6500000000000004,18.191720530000005,0.0004016789358332,0.0003000378526701,-0.0038971920747516,-0.0069256155052603,7.767864666310002,-0.10600362443324352,-0.18837674174308017
40,2.7,18.534960540000004,0.0003586003966137,0.0002693669217727,-0.0034299668069411,-0.0060952247534663,7.914428150580002,-0.09329509714879791,-0.16579011329428336
41,2.75,18.878200550000003,0.000321536883662,0.0002428538627074,-0.0030264229372841,-0.0053780348003862,8.060991634850001,-0.08231870389412752,-0.14628254657050466
42,2.8,19.22144056,0.0002894919608541,0.0002198247349519,-0.0026769219646917,-0.0047569070558564,8.20755511912,-0.07281227743961423,-0.12938787191929407
43,2.85,19.56468057,0.0002616570335564,0.0001997304779479,-0.0023734155944242,-0.0042175318574385,8.354118603389999,-0.06455690416833824,-0.11471686652232718
44,2.9000000000000004,19.907920580000003,0.0002373720551298,0.0001821211554039,-0.002109164209297,-0.003747927272047,8.500682087660001,-0.0573692664928784,-0.10194362179967839
45,2.95,20.25116059,0.0002160951996474,0.0001666260066592,-0.0018785080575674,-0.0033380318565407,8.64724557193,-0.051095419165833274,-0.09079446649790704
