Frame,Scale,a_length,CN cation,CN_an,D3s_Energy,D3_Energy,Bond Length (Å),D3S Energy (eV/f.u),D3 Energy (eV/f.u)
12,1.3,3.612398478,0.3363162850798449,0.3363070218281158,-0.0122469839012642,-0.0130195046349421,3.0849883002119998,-0.3331179621143862,-0.3541305260704251
13,1.35,3.751336881,0.212033265130303,0.2120252657529531,-0.0121647903522209,-0.012763803477663,3.203641696374,-0.3308822975804085,-0.3471754545924336
14,1.4,3.890275284,0.1347994904900106,0.1347925162391636,-0.0119472643248982,-0.0124586861359197,3.3222950925359997,-0.324965589637231,-0.33887626289701583
15,1.45,4.0292136869999995,0.0871757922036859,0.0871696593538007,-0.0116578012114335,-0.0121188965833639,3.4409484886979995,-0.31709219295099117,-0.3296339870674981
16,1.5,4.1681520899999995,0.0575681632251326,0.0575627284428527,-0.011319149149545,-0.0117471003455149,3.5596018848599997,-0.307880856867624,-0.31952112939800525
17,1.55,4.3070904930000005,0.0388621919623554,0.0388573420202929,-0.0109392905047875,-0.0113422712540029,3.6782552810220004,-0.29754870173022,-0.30850977810887886
18,1.6,4.4460288960000005,0.0268107048707719,0.0268063492961193,-0.0105207320404001,-0.0109025107399502,3.796908677184,-0.2861639114988827,-0.29654829212664546
19,1.65,4.584967299,0.0188849211942237,0.0188809869345814,-0.0100644741872967,-0.0104265391707813,3.9155620733459995,-0.27375369789447024,-0.2836018654452514
20,1.7000000000000002,4.723905702000001,0.0135648964237213,0.013561323921902,-0.0095720168241247,-0.0099146621749914,4.034215469508,-0.2603588576161918,-0.26967881115976605
21,1.75,4.862844105,0.0099230327416065,0.0099197730094878,-0.0090464265526619,-0.0093693623509744,4.1528688656699995,-0.24606280223240368,-0.2548466559465037
22,1.8,5.001782508,0.0073830895222028,0.0073801019329508,-0.0084927998612526,-0.0087955248166294,4.271522261832,-0.2310041562260707,-0.23923827501231967
23,1.85,5.140720911,0.0055803840156751,0.0055776346192921,-0.0079182522369303,-0.0082002934983532,4.390175657994,-0.21537646084450418,-0.22304798315520702
24,1.9,5.279659314,0.0042798132027315,0.0042772734274853,-0.0073315235045889,-0.0075925905619623,4.508829054156,-0.19941743932481806,-0.20651846328537457
25,1.95,5.418597717000001,0.0033270667137252,0.0033247123553462,-0.006742309320509,-0.00698238384771,4.627482450318,-0.18339081351784478,-0.189920840657712
26,2.0,5.55753612,0.0026191085417827,0.0026169189695338,-0.0061604583665398,-0.006379832332696,4.74613584648,-0.16756446756988255,-0.1735314394493312
27,2.05,5.696474522999999,0.0020860091436037,0.0020839666714125,-0.0055951849785898,-0.0057944571373573,4.864789242641999,-0.15218903141764256,-0.15760923413611858
28,2.1,5.835412926,0.0016795715166718,0.0016776609010559,-0.0050544254617593,-0.0052344668320916,4.983442638804,-0.13748037255985296,-0.1423774978328915
29,2.1500000000000004,5.974351329000001,0.0013660915200951,0.0013642995563323,-0.0045444182333432,-0.0047063177864057,5.102096034966001,-0.12360817594693504,-0.12801184379023503
30,2.2,6.113289732,0.001121675529856,0.001119990724901,-0.004069529742543,-0.0042145310037825,5.220749431128,-0.1106912089971696,-0.114635243302884
31,2.25,6.252228135,0.0009291655015011,0.0009275778073161,-0.0036322979905662,-0.0037617355028618,5.33940282729,-0.09879850534340064,-0.10231920567784096
32,2.3,6.391166537999999,0.000776090081106,0.0007745906758944,-0.0032336348859757,-0.0033488769245789,5.458056223451999,-0.08795486889853904,-0.09108945234854608
33,2.35,6.530104941,0.0006532804296813,0.0006518615373644,-0.0028731196287012,-0.0029755208555815,5.576709619614,-0.07814885390067264,-0.08093416727181679
34,2.4000000000000004,6.669043344000001,0.0005539227987018,0.000552577539125,-0.002549322707452,-0.0026401881193697,5.695363015776001,-0.0693415776426944,-0.07181311684685583
35,2.45,6.807981747,0.0004729019588052,0.0004716242227882,-0.0022601160885039,-0.0023406759170792,5.814016411938,-0.061475157607306076,-0.06366638494455423
36,2.5,6.94692015,0.0004063408143589,0.0004051251589481,-0.0020029428521716,-0.0020743370515926,5.9326698081,-0.054480045579067514,-0.056421967803318714
37,2.55,7.085858553,0.0003512739673397,0.0003501155275805,-0.0017750345670255,-0.0018383050662336,6.051323204261999,-0.0482809402230936,-0.05000189780155392
38,2.6,7.224796956,0.0003054137999776,0.0003043082142647,-0.0015735753448973,-0.0016296641797684,6.1699766004239995,-0.04280124938120656,-0.044326865689700484
39,2.6500000000000004,7.363735359,0.0002669811655403,0.0002659245121862,-0.0013958178396242,-0.0014455694556064,6.288629996586,-0.03796624523777824,-0.039319489192494075
40,2.7,7.502673762000001,0.0002345816700528,0.0002335704131667,-0.0012391593590199,-0.0012833256597643,6.407283392748,-0.03370513456534128,-0.034906457945588956
41,2.75,7.641612165,0.0002071144465119,0.0002061453896436,-0.0011011868804719,-0.0011404339089015,6.525936788909999,-0.029952283148835676,-0.031019802322120798
42,2.8,7.780550568,0.0001837043063749,0.00018277455266,-0.0009796990762907,-0.0010146145030199,6.6445901850719995,-0.026647814875107038,-0.027597514482141282
43,2.85,7.919488971,0.0001636508623993,0.0001627577801727,-0.0008727121757075,-0.0009038130135262,6.763243581234,-0.023737771179244,-0.02458371396791264
44,2.9000000000000004,8.058427374,0.0001463900785403,0.0001455312715663,-0.0007784550635382,-0.0008061952199699,6.881896977396001,-0.021173977728239042,-0.02192850998318128
45,2.95,8.197365777,0.0001314649942602,0.0001306382758748,-0.0006953576849288,-0.0007201351107965,7.000550373558,-0.01891372903006336,-0.0195876750136648
